Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,shdi,healthindex,edindex,incindex
"Burkina Faso",Africa,BFA,Subnat,BFAr111,"Plateau Central",2023,0.442,0.647,0.288,0.462
"Burkina Faso",Africa,BFA,Subnat,BFAr112,Sahel,2023,0.308,0.566,0.123,0.419
"Burkina Faso",Africa,BFA,Subnat,BFAr113,Sud-Ouest,2023,0.364,0.541,0.209,0.427
Burundi,Africa,BDI,National,BDIt,Total,2023,0.439,0.672,0.389,0.325
Burundi,Africa,BDI,Subnat,BDIr103,"East (Cankuzo, Rutana, Ruyigi )",2023,0.422,0.696,0.344,0.313
Burundi,Africa,BDI,Subnat,BDIr105,"Middle (Gitega, Karuzi, Muramvya, Mwaro)",2023,0.441,0.686,0.392,0.32
Burundi,Africa,BDI,Subnat,BDIr101,"North (Kayanza, Kirundo, Muyinga, Ngozi)",2023,0.392,0.623,0.318,0.303
Burundi,Africa,BDI,Subnat,BDIr102,"South (Bururi, Makamba)",2023,0.47,0.717,0.431,0.337
Burundi,Africa,BDI,Subnat,BDIr104,"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",2023,0.489,0.69,0.472,0.359
Cambodia,Asia/Pacific,KHM,National,KHMt,Total,2023,0.606,0.78,0.484,0.589
Cambodia,Asia/Pacific,KHM,Subnat,KHMr101,"Banteay Mean Chey",2023,0.642,0.783,0.559,0.604
Cambodia,Asia/Pacific,KHM,Subnat,KHMr113,"Bat Dambang-Krong Pailin",2023,0.601,0.761,0.486,0.588
Cambodia,Asia/Pacific,KHM,Subnat,KHMr102,"Kampong Cham (incl Tboung Khmum)",2023,0.551,0.769,0.379,0.575
Cambodia,Asia/Pacific,KHM,Subnat,KHMr103,"Kampong Chhnang",2023,0.623,0.742,0.585,0.557
Cambodia,Asia/Pacific,KHM,Subnat,KHMr104,"Kampong Spueu",2023,0.505,0.779,0.287,0.577
Cambodia,Asia/Pacific,KHM,Subnat,KHMr105,"Kampong Thum",2023,0.562,0.8,0.399,0.556
Cambodia,Asia/Pacific,KHM,Subnat,KHMr114,"Kampot-Krong Kaeb-Krong Preah Sihanouk",2023,0.58,0.759,0.442,0.581
Cambodia,Asia/Pacific,KHM,Subnat,KHMr106,Kandal,2023,0.605,0.795,0.44,0.634
Cambodia,Asia/Pacific,KHM,Subnat,KHMr107,"Kaoh Kong",2023,0.554,0.787,0.377,0.571
Cambodia,Asia/Pacific,KHM,Subnat,KHMr116,"Mondol Kiri-Rotanak Kiri",2023,0.539,0.73,0.42,0.511
Cambodia,Asia/Pacific,KHM,Subnat,KHMr108,"Phnom Penh",2023,0.702,0.811,0.657,0.648
Cambodia,Asia/Pacific,KHM,Subnat,KHMr110,Pousat,2023,0.534,0.781,0.349,0.558
Cambodia,Asia/Pacific,KHM,Subnat,KHMr115,"Preah Vihear-Stueng Traeng-Kracheh",2023,0.579,0.772,0.462,0.544
Cambodia,Asia/Pacific,KHM,Subnat,KHMr109,"Prey Veaeng",2023,0.609,0.765,0.501,0.589
Cambodia,Asia/Pacific,KHM,Subnat,KHMr117,"Siem Reab-Otdar Mean Chey",2023,0.612,0.794,0.503,0.574
Cambodia,Asia/Pacific,KHM,Subnat,KHMr111,"Svay Rieng",2023,0.608,0.747,0.526,0.572
Cambodia,Asia/Pacific,KHM,Subnat,KHMr112,Takaev,2023,0.635,0.792,0.55,0.588
Cameroon,Africa,CMR,National,CMRt,Total,2023,0.588,0.672,0.519,0.583
Cameroon,Africa,CMR,Subnat,CMRr101,Adamaoua,2023,0.502,0.661,0.359,0.533
Cameroon,Africa,CMR,Subnat,CMRr102,"Centre (incl Yaounde)",2023,0.667,0.707,0.656,0.639
Cameroon,Africa,CMR,Subnat,CMRr103,Est,2023,0.547,0.621,0.492,0.536
Cameroon,Africa,CMR,Subnat,CMRr104,"Extreme Nord",2023,0.47,0.652,0.327,0.485
Cameroon,Africa,CMR,Subnat,CMRr105,"Littoral (incl Douala)",2023,0.702,0.754,0.682,0.673
Cameroon,Africa,CMR,Subnat,CMRr106,Nord,2023,0.465,0.605,0.335,0.495
Cameroon,Africa,CMR,Subnat,CMRr107,"Nord Ouest",2023,0.561,0.733,0.429,0.563
Cameroon,Africa,CMR,Subnat,CMRr108,Ouest,2023,0.625,0.693,0.588,0.6
Cameroon,Africa,CMR,Subnat,CMRr109,Sud,2023,0.631,0.674,0.621,0.6
Cameroon,Africa,CMR,Subnat,CMRr110,"Sud Ouest",2023,0.676,0.717,0.622,0.694
Canada,America,CAN,National,CANt,Total,2023,0.939,0.964,0.904,0.952
Canada,America,CAN,Subnat,CANr109,Alberta,2023,0.952,0.956,0.914,0.986
Canada,America,CAN,Subnat,CANr110,"British Columbia",2023,0.95,0.97,0.926,0.956
Canada,America,CAN,Subnat,CANr107,Manitoba,2023,0.911,0.931,0.872,0.93
Canada,America,CAN,Subnat,CANr104,"New Brunswick",2023,0.908,0.946,0.863,0.917
Canada,America,CAN,Subnat,CANr101,"Newfoundland and Labrador",2023,0.905,0.931,0.834,0.955
Canada,America,CAN,Subnat,CANr103,"Nova Scotia",2023,0.913,0.94,0.887,0.913
Canada,America,CAN,Subnat,CANr106,Ontario,2023,0.946,0.969,0.917,0.953
Canada,America,CAN,Subnat,CANr102,"Prince Edward Island, Yukon Territory, Northwest Territories, Nunavut",2023,0.933,0.961,0.876,0.965
Canada,America,CAN,Subnat,CANr105,Quebec,2023,0.93,0.973,0.886,0.935
Canada,America,CAN,Subnat,CANr108,Saskatchewan,2023,0.924,0.933,0.871,0.97
"Cape Verde",Africa,CPV,National,CPVt,Total,2023,0.668,0.862,0.519,0.665
"Cape Verde",Africa,CPV,Subnat,CPVr105,Fogo,2023,0.674,0.862,0.539,0.659
"Cape Verde",Africa,CPV,Subnat,CPVr101,S.Antao,2023,0.649,0.862,0.485,0.653
"Cape Verde",Africa,CPV,Subnat,CPVr102,S.Vicente,2023,0.692,0.862,0.554,0.693
"Cape Verde",Africa,CPV,Subnat,CPVr104,"Santiago- Praia",2023,0.703,0.862,0.587,0.686
"Cape Verde",Africa,CPV,Subnat,CPVr103,Santiago-Interior,2023,0.612,0.862,0.422,0.629
"Central African Republic CAR",Africa,CAF,National,CAFt,Total,2023,0.414,0.576,0.34,0.362
"Central African Republic CAR",Africa,CAF,Subnat,CAFr106,Bangui,2023,0.552,0.639,0.553,0.476
"Central African Republic CAR",Africa,CAF,Subnat,CAFr101,"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",2023,0.412,0.557,0.35,0.359
"Central African Republic CAR",Africa,CAF,Subnat,CAFr102,"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",2023,0.392,0.601,0.286,0.351
"Central African Republic CAR",Africa,CAF,Subnat,CAFr103,"RS III (Ouham Pende, Ouham)",2023,0.371,0.569,0.268,0.336
"Central African Republic CAR",Africa,CAF,Subnat,CAFr104,"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",2023,0.395,0.63,0.28,0.35
"Central African Republic CAR",Africa,CAF,Subnat,CAFr105,"RS V (Basse Kotto, Mbornou, Houte Mbormou)",2023,0.351,0.54,0.244,0.33
Chad,Africa,TCD,National,TCDt,Total,2023,0.416,0.54,0.31,0.432
Chad,Africa,TCD,Subnat,TCDr101,"Zone 1 (N'Djamena)",2023,0.553,0.586,0.515,0.561
Chad,Africa,TCD,Subnat,TCDr102,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",2023,0.284,0.599,0.087,0.436
Chad,Africa,TCD,Subnat,TCDr103,"Zone 3 (Guera, Batha, Salamat)",2023,0.353,0.584,0.181,0.418
Chad,Africa,TCD,Subnat,TCDr104,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",2023,0.306,0.62,0.111,0.418
Chad,Africa,TCD,Subnat,TCDr105,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",2023,0.303,0.509,0.126,0.433
Chad,Africa,TCD,Subnat,TCDr106,"Zone 6 (Mayo-Kebbi Est and Ouest)",2023,0.484,0.536,0.491,0.432
Chad,Africa,TCD,Subnat,TCDr107,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",2023,0.441,0.474,0.438,0.414
Chad,Africa,TCD,Subnat,TCDr108,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",2023,0.459,0.526,0.44,0.417
Chili,America,CHL,National,CHLt,Total,2023,0.878,0.941,0.846,0.851
Chili,America,CHL,Subnat,CHLr111,Aisen,2023,0.834,0.938,0.751,0.823
Chili,America,CHL,Subnat,CHLr102,Antofagasta,2023,0.9,0.914,0.919,0.866
Chili,America,CHL,Subnat,CHLr109,Arbucania,2023,0.813,0.926,0.719,0.807
Chili,America,CHL,Subnat,CHLr103,Atacama,2023,0.881,0.965,0.839,0.845
Chili,America,CHL,Subnat,CHLr108,"Bio Bio",2023,0.852,0.945,0.783,0.836
Chili,America,CHL,Subnat,CHLr104,Coquimbo,2023,0.856,0.952,0.796,0.829
Chili,America,CHL,Subnat,CHLr110,"Los Lagos (incl Los Rios)",2023,0.821,0.939,0.721,0.818
Chili,America,CHL,Subnat,CHLr112,"Magallanes and La Antartica Chilena",2023,0.892,0.929,0.88,0.867
Chili,America,CHL,Subnat,CHLr107,Maule,2023,0.817,0.924,0.713,0.827
Chili,America,CHL,Subnat,CHLr106,OHiggins,2023,0.846,0.947,0.76,0.843
Chili,America,CHL,Subnat,CHLr113,"Region Metropolitana",2023,0.908,0.944,0.908,0.873
Chili,America,CHL,Subnat,CHLr101,"Tarapaca (incl Arica and Parinacota)",2023,0.904,0.951,0.913,0.852
Chili,America,CHL,Subnat,CHLr105,"Valparaiso (former Aconcagua)",2023,0.894,0.945,0.881,0.859
China,Asia/Pacific,CHN,National,CHNt,Total,2023,0.797,0.892,0.698,0.815
China,Asia/Pacific,CHN,Subnat,CHNr112,Anhui,2023,0.776,0.888,0.664,0.792
China,Asia/Pacific,CHN,Subnat,CHNr101,Beijing,2023,0.912,0.957,0.843,0.939
China,Asia/Pacific,CHN,Subnat,CHNr122,Chongqing,2023,0.804,0.897,0.704,0.822
China,Asia/Pacific,CHN,Subnat,CHNr113,Fujian,2023,0.812,0.896,0.686,0.873
China,Asia/Pacific,CHN,Subnat,CHNr128,Gansu,2023,0.731,0.852,0.639,0.717
China,Asia/Pacific,CHN,Subnat,CHNr119,Guangdong,2023,0.823,0.908,0.726,0.844
China,Asia/Pacific,CHN,Subnat,CHNr120,Guangxi,2023,0.76,0.889,0.668,0.74
China,Asia/Pacific,CHN,Subnat,CHNr124,Guizhou,2023,0.734,0.845,0.632,0.74
China,Asia/Pacific,CHN,Subnat,CHNr121,Hainan,2023,0.79,0.904,0.699,0.78
China,Asia/Pacific,CHN,Subnat,CHNr103,Hebei,2023,0.771,0.884,0.687,0.753
China,Asia/Pacific,CHN,Subnat,CHNr108,Heilongjiang,2023,0.778,0.892,0.716,0.737
China,Asia/Pacific,CHN,Subnat,CHNr116,Henan,2023,0.769,0.882,0.679,0.76
China,Asia/Pacific,CHN,Subnat,CHNr117,Hubei,2023,0.803,0.888,0.708,0.825
China,Asia/Pacific,CHN,Subnat,CHNr118,Hunan,2023,0.79,0.886,0.703,0.79
China,Asia/Pacific,CHN,Subnat,CHNr105,"Inner Mongolia",2023,0.807,0.882,0.714,0.836
China,Asia/Pacific,CHN,Subnat,CHNr110,Jiangsu,2023,0.836,0.909,0.718,0.896
China,Asia/Pacific,CHN,Subnat,CHNr114,Jiangxi,2023,0.777,0.883,0.679,0.784
China,Asia/Pacific,CHN,Subnat,CHNr107,Jilin,2023,0.787,0.895,0.729,0.747
China,Asia/Pacific,CHN,Subnat,CHNr106,Liaoning,2023,0.803,0.899,0.737,0.782
China,Asia/Pacific,CHN,Subnat,CHNr130,Ningxia,2023,0.773,0.867,0.678,0.786
China,Asia/Pacific,CHN,Subnat,CHNr129,Qinghai,2023,0.727,0.826,0.608,0.765
China,Asia/Pacific,CHN,Subnat,CHNr127,Shaanxi,2023,0.802,0.885,0.716,0.812
China,Asia/Pacific,CHN,Subnat,CHNr115,Shandong,2023,0.798,0.906,0.685,0.818
China,Asia/Pacific,CHN,Subnat,CHNr109,Shanghai,2023,0.901,0.958,0.821,0.931
China,Asia/Pacific,CHN,Subnat,CHNr104,Shanxi,2023,0.8,0.887,0.728,0.793
China,Asia/Pacific,CHN,Subnat,CHNr123,Sichuan,2023,0.771,0.885,0.663,0.78
China,Asia/Pacific,CHN,Subnat,CHNr102,Tianjin,2023,0.867,0.939,0.802,0.866
China,Asia/Pacific,CHN,Subnat,CHNr126,Tibet,2023,0.656,0.799,0.464,0.759
China,Asia/Pacific,CHN,Subnat,CHNr131,Xinjiang,2023,0.771,0.852,0.685,0.785
China,Asia/Pacific,CHN,Subnat,CHNr125,Yunnan,2023,0.737,0.827,0.634,0.764
China,Asia/Pacific,CHN,Subnat,CHNr111,Zhejiang,2023,0.823,0.922,0.697,0.867
Colombia,America,COL,National,COLt,Total,2023,0.788,0.888,0.698,0.79
Colombia,America,COL,Subnat,COLr129,Amazonas,2023,0.74,0.843,0.679,0.708
Colombia,America,COL,Subnat,COLr101,"Antioquia (incl Medellin)",2023,0.793,0.894,0.693,0.804
Colombia,America,COL,Subnat,COLr125,Arauca,2023,0.761,0.877,0.646,0.777
Colombia,America,COL,Subnat,COLr102,"Atlantico (incl Barranquilla)",2023,0.808,0.886,0.743,0.802
Colombia,America,COL,Subnat,COLr103,"Bogota D.C.",2023,0.835,0.895,0.787,0.827
Colombia,America,COL,Subnat,COLr104,"Bolivar (Sur and Norte)",2023,0.777,0.895,0.69,0.759
Colombia,America,COL,Subnat,COLr105,Boyaca,2023,0.78,0.897,0.679,0.779
Colombia,America,COL,Subnat,COLr106,Caldas,2023,0.798,0.91,0.692,0.808
Colombia,America,COL,Subnat,COLr107,Caqueta,2023,0.737,0.889,0.607,0.743
Colombia,America,COL,Subnat,COLr126,Casanare,2023,0.77,0.898,0.662,0.768
Colombia,America,COL,Subnat,COLr108,Cauca,2023,0.74,0.878,0.624,0.739
Colombia,America,COL,Subnat,COLr109,Cesar,2023,0.751,0.868,0.652,0.748
Colombia,America,COL,Subnat,COLr112,Choco,2023,0.718,0.851,0.646,0.674
Colombia,America,COL,Subnat,COLr110,Cordoba,2023,0.737,0.883,0.621,0.728
Colombia,America,COL,Subnat,COLr111,Cundinamarca,2023,0.794,0.907,0.69,0.8
Colombia,America,COL,Subnat,COLr130,Guainja,2023,0.69,0.894,0.578,0.636
Colombia,America,COL,Subnat,COLr114,Guajira,2023,0.72,0.797,0.668,0.701
Colombia,America,COL,Subnat,COLr131,Guaviare,2023,0.776,0.892,0.684,0.765
Colombia,America,COL,Subnat,COLr113,Huila,2023,0.745,0.893,0.59,0.786
Colombia,America,COL,Subnat,COLr115,Magdalena,2023,0.747,0.871,0.644,0.743
Colombia,America,COL,Subnat,COLr116,Meta,2023,0.798,0.919,0.698,0.792
Colombia,America,COL,Subnat,COLr117,Narino,2023,0.742,0.887,0.623,0.741
Colombia,America,COL,Subnat,COLr118,"Norte de Santander",2023,0.77,0.878,0.657,0.791
Colombia,America,COL,Subnat,COLr127,Putumayo,2023,0.739,0.848,0.638,0.746
Colombia,America,COL,Subnat,COLr119,Quindio,2023,0.805,0.902,0.704,0.82
Colombia,America,COL,Subnat,COLr120,Risaralda,2023,0.781,0.896,0.656,0.811
Colombia,America,COL,Subnat,COLr128,"San Andres",2023,0.811,0.892,0.746,0.801
Colombia,America,COL,Subnat,COLr121,Santander,2023,0.799,0.89,0.711,0.806
Colombia,America,COL,Subnat,COLr122,Sucre,2023,0.764,0.905,0.654,0.753
Colombia,America,COL,Subnat,COLr123,Tolima,2023,0.767,0.893,0.66,0.765
Colombia,America,COL,Subnat,COLr124,"Valle (incl Cali)",2023,0.812,0.901,0.726,0.819
Colombia,America,COL,Subnat,COLr132,Vaupis,2023,0.663,0.809,0.62,0.582
Colombia,America,COL,Subnat,COLr133,Vichada,2023,0.775,0.895,0.668,0.778
Comoros,Africa,COM,National,COMt,Total,2023,0.603,0.72,0.57,0.536
Comoros,Africa,COM,Subnat,COMr103,"Anjouan (Ndzouani)",2023,0.578,0.701,0.524,0.524
Comoros,Africa,COM,Subnat,COMr101,"Grande Comore (Ngazidja)",2023,0.624,0.737,0.602,0.549
Comoros,Africa,COM,Subnat,COMr102,Moheli,2023,0.62,0.743,0.612,0.525
"Congo Brazzaville",Africa,COG,National,COGt,Total,2023,0.649,0.704,0.63,0.616
"Congo Brazzaville",Africa,COG,Subnat,COGr204," Bouenza",2023,0.565,0.667,0.506,0.535
"Congo Brazzaville",Africa,COG,Subnat,COGr211," Brazzaville",2023,0.705,0.714,0.711,0.69
"Congo Brazzaville",Africa,COG,Subnat,COGr207," Cuvette",2023,0.616,0.724,0.588,0.55
"Congo Brazzaville",Africa,COG,Subnat,COGr208," Cuvette Ouest",2023,0.548,0.629,0.549,0.478
"Congo Brazzaville",Africa,COG,Subnat,COGr201," Kouilou",2023,0.534,0.653,0.471,0.495
"Congo Brazzaville",Africa,COG,Subnat,COGr203," Lekoumou",2023,0.535,0.647,0.481,0.491
"Congo Brazzaville",Africa,COG,Subnat,COGr210," Likouala",2023,0.563,0.653,0.559,0.49
"Congo Brazzaville",Africa,COG,Subnat,COGr202," Niari",2023,0.603,0.719,0.552,0.553
"Congo Brazzaville",Africa,COG,Subnat,COGr206," Plateaux",2023,0.577,0.73,0.525,0.5
"Congo Brazzaville",Africa,COG,Subnat,COGr212," Pointe Noire",2023,0.692,0.774,0.644,0.667
"Congo Brazzaville",Africa,COG,Subnat,COGr205," Pool",2023,0.519,0.641,0.46,0.472
"Congo Brazzaville",Africa,COG,Subnat,COGr209," Sangha",2023,0.556,0.588,0.551,0.531
"Congo Democratic Republic",Africa,COD,National,CODt,Total,2023,0.522,0.645,0.549,0.402
"Congo Democratic Republic",Africa,COD,Subnat,CODr103,Bandundu,2023,0.499,0.675,0.541,0.341
"Congo Democratic Republic",Africa,COD,Subnat,CODr102,Bas-Congo,2023,0.521,0.643,0.531,0.415
"Congo Democratic Republic",Africa,COD,Subnat,CODr104,Equateur,2023,0.498,0.657,0.532,0.353
"Congo Democratic Republic",Africa,COD,Subnat,CODr111,"Kasai Occidental",2023,0.446,0.554,0.482,0.333
"Congo Democratic Republic",Africa,COD,Subnat,CODr110,"Kasai Oriental",2023,0.492,0.611,0.543,0.359
"Congo Democratic Republic",Africa,COD,Subnat,CODr109,Katanga,2023,0.507,0.631,0.512,0.404
"Congo Democratic Republic",Africa,COD,Subnat,CODr101,Kinshasa,2023,0.623,0.638,0.677,0.559
"Congo Democratic Republic",Africa,COD,Subnat,CODr108,Maniema,2023,0.472,0.626,0.499,0.336
"Congo Democratic Republic",Africa,COD,Subnat,CODr106,Nord-Kivu,2023,0.543,0.716,0.541,0.414
"Congo Democratic Republic",Africa,COD,Subnat,CODr105,Orientale,2023,0.508,0.68,0.499,0.385
"Congo Democratic Republic",Africa,COD,Subnat,CODr107,Sud-Kivu,2023,0.532,0.683,0.542,0.408
"Costa Rica",America,CRI,National,CRIt,Total,2023,0.833,0.935,0.749,0.824
"Costa Rica",America,CRI,Subnat,CRIr102,Alajuela,2023,0.83,0.945,0.731,0.826
"Costa Rica",America,CRI,Subnat,CRIr103,Cartago,2023,0.832,0.942,0.733,0.833
"Costa Rica",America,CRI,Subnat,CRIr105,Guanacaste,2023,0.82,0.947,0.715,0.813
"Costa Rica",America,CRI,Subnat,CRIr104,Heredia,2023,0.851,0.905,0.819,0.832
"Costa Rica",America,CRI,Subnat,CRIr107,Limon,2023,0.793,0.944,0.658,0.803
"Costa Rica",America,CRI,Subnat,CRIr106,Puntarenas,2023,0.812,0.945,0.699,0.812
"Costa Rica",America,CRI,Subnat,CRIr101,"San Jose",2023,0.849,0.931,0.792,0.831
"Cote d'Ivoire",Africa,CIV,National,CIVt,Total,2023,0.582,0.645,0.479,0.636
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr101,Abidjan,2023,0.611,0.645,0.564,0.629
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr103,"Bas Sassandra",2023,0.603,0.659,0.523,0.636
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr104,Comoe,2023,0.559,0.629,0.464,0.6
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr105,Denguele,2023,0.515,0.622,0.367,0.599
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr106,Goh-Djiboua,2023,0.534,0.679,0.381,0.589
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr107,Lacs,2023,0.47,0.562,0.31,0.595
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr108,Lagunes,2023,0.54,0.599,0.461,0.571
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr109,Montagnes,2023,0.617,0.676,0.506,0.686
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr110,Sassandra-Marahoue,2023,0.567,0.659,0.47,0.588
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr102,Yamoussoukro,2023,0.63,0.714,0.539,0.649
Croatia,Europe,HRV,National,HRVt,Total,2023,0.889,0.901,0.857,0.91
Croatia,Europe,HRV,Subnat,HRVr101,"City of Zagreb",2023,0.954,0.92,0.945,1
Croatia,Europe,HRV,Subnat,HRVr107,"County of Bjelovar-Bilogora",2023,0.835,0.869,0.789,0.85
Croatia,Europe,HRV,Subnat,HRVr110,"County of Brod-Posavina",2023,0.836,0.893,0.803,0.816
Croatia,Europe,HRV,Subnat,HRVr121,"County of Dubrovnik-Neretva",2023,0.911,0.941,0.883,0.911
Croatia,Europe,HRV,Subnat,HRVr120,"County of Istria",2023,0.917,0.933,0.874,0.947
Croatia,Europe,HRV,Subnat,HRVr113,"County of Karlovac",2023,0.857,0.891,0.819,0.864
Croatia,Europe,HRV,Subnat,HRVr105,"County of Koprivnica-Krizevc",2023,0.847,0.868,0.793,0.883
Croatia,Europe,HRV,Subnat,HRVr103,"County of Krapina-Zagorje",2023,0.834,0.86,0.803,0.839
Croatia,Europe,HRV,Subnat,HRVr116,"County of Lika-Senj",2023,0.856,0.911,0.793,0.868
Croatia,Europe,HRV,Subnat,HRVr106,"County of Medimurje",2023,0.866,0.9,0.816,0.885
Croatia,Europe,HRV,Subnat,HRVr111,"County of Osijek-Baranja",2023,0.862,0.883,0.83,0.872
Croatia,Europe,HRV,Subnat,HRVr109,"County of Pozega-Slavonia",2023,0.83,0.885,0.789,0.82
Croatia,Europe,HRV,Subnat,HRVr115,"County of Primorje-Gorski Kotar",2023,0.925,0.927,0.905,0.945
Croatia,Europe,HRV,Subnat,HRVr118,"County of Sibenik-Knin",2023,0.871,0.922,0.82,0.873
Croatia,Europe,HRV,Subnat,HRVr114,"County of Sisak-Moslavina",2023,0.846,0.875,0.806,0.859
Croatia,Europe,HRV,Subnat,HRVr119,"County of Split-Dalmatia",2023,0.891,0.931,0.876,0.868
Croatia,Europe,HRV,Subnat,HRVr104,"County of Varazdin",2023,0.867,0.883,0.838,0.88
Croatia,Europe,HRV,Subnat,HRVr108,"County of Virovitica-Podravina",2023,0.816,0.86,0.774,0.815
Croatia,Europe,HRV,Subnat,HRVr112,"County of Vukovar-Srijem",2023,0.835,0.891,0.796,0.822
Croatia,Europe,HRV,Subnat,HRVr117,"County of Zadar",2023,0.881,0.932,0.837,0.876
Croatia,Europe,HRV,Subnat,HRVr102,"County of Zagreb",2023,0.871,0.904,0.843,0.869
Cuba,America,CUB,National,CUBt,Total,2023,0.762,0.894,0.74,0.67
Cuba,America,CUB,Subnat,CUBr103,"C. Habana",2023,0.8,0.894,0.791,0.724
Cuba,America,CUB,Subnat,CUBr109,Camaguey,2023,0.747,0.894,0.735,0.634
Cuba,America,CUB,Subnat,CUBr108,"Ciego de Avila",2023,0.767,0.894,0.755,0.668
Cuba,America,CUB,Subnat,CUBr106,Cienfuegos,2023,0.771,0.894,0.757,0.678
Cuba,America,CUB,Subnat,CUBr112,Granma,2023,0.736,0.894,0.711,0.626
Cuba,America,CUB,Subnat,CUBr114,Guantanamo,2023,0.769,0.894,0.779,0.654
Cuba,America,CUB,Subnat,CUBr111,Holguin,2023,0.745,0.894,0.73,0.633
Cuba,America,CUB,Subnat,CUBr115,Isla,2023,0.782,0.894,0.74,0.722
Cuba,America,CUB,Subnat,CUBr110,"Las Tunas",2023,0.738,0.894,0.718,0.628
Cuba,America,CUB,Subnat,CUBr104,Matanzas,2023,0.759,0.894,0.702,0.697
Cuba,America,CUB,Subnat,CUBr101,"Pinar del Rio",2023,0.752,0.894,0.698,0.682
Cuba,America,CUB,Subnat,CUBr102,"Prov. Habana",2023,0.77,0.894,0.723,0.707
Cuba,America,CUB,Subnat,CUBr107,S.Spiritus,2023,0.745,0.894,0.704,0.658
Cuba,America,CUB,Subnat,CUBr113,"Santiago de Cuba",2023,0.767,0.894,0.781,0.646
Cuba,America,CUB,Subnat,CUBr105,"Villa Clara",2023,0.75,0.894,0.708,0.667
Cyprus,Europe,CYP,National,CYPt,Total,2023,0.913,0.948,0.869,0.924
Czechia,Europe,CZE,National,CZEt,Total,2023,0.915,0.921,0.899,0.926
Czechia,Europe,CZE,Subnat,CZEr106,Jihovychod,2023,0.924,0.928,0.934,0.911
Czechia,Europe,CZE,Subnat,CZEr103,Jihozapad,2023,0.898,0.923,0.878,0.893
Czechia,Europe,CZE,Subnat,CZEr108,Moravskoslezsko,2023,0.882,0.897,0.863,0.888
Czechia,Europe,CZE,Subnat,CZEr101,Praha,2023,0.975,0.946,0.98,1
Czechia,Europe,CZE,Subnat,CZEr105,Severovychod,2023,0.891,0.925,0.86,0.89
Czechia,Europe,CZE,Subnat,CZEr104,Severozapad,2023,0.854,0.892,0.81,0.861
Czechia,Europe,CZE,Subnat,CZEr102,"Stredni Cechy",2023,0.869,0.925,0.785,0.905
Czechia,Europe,CZE,Subnat,CZEr107,"Stredni Morava",2023,0.901,0.92,0.891,0.892
Denmark,Europe,DNK,National,DNKt,Total,2023,0.962,0.953,0.934,1
Denmark,Europe,DNK,Subnat,DNKr101,Hovedstaden,2023,0.971,0.957,0.958,1
Denmark,Europe,DNK,Subnat,DNKr104,Midtjylland,2023,0.959,0.96,0.934,0.984
Denmark,Europe,DNK,Subnat,DNKr105,Nordjylland,2023,0.941,0.943,0.921,0.961
Denmark,Europe,DNK,Subnat,DNKr102,Sjaelland,2023,0.929,0.941,0.914,0.931
Denmark,Europe,DNK,Subnat,DNKr103,Syddanmark,2023,0.948,0.952,0.917,0.977
Djibouti,Africa,DJI,National,DJIt,Total,2023,0.513,0.707,0.304,0.627
Djibouti,Africa,DJI,Subnat,DJIr101,Djibouti,2023,0.521,0.693,0.317,0.645
Djibouti,Africa,DJI,Subnat,DJIr102,"Other Districts",2023,0.463,0.793,0.232,0.54
Dominica,America,DMA,National,DMAt,Total,2023,0.761,0.787,0.731,0.767
"Dominican Republic",America,DOM,National,DOMt,Total,2023,0.776,0.826,0.693,0.815
"Dominican Republic",America,DOM,Subnat,DOMr101,"Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",2023,0.793,0.803,0.744,0.833
"Dominican Republic",America,DOM,Subnat,DOMr102,"Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",2023,0.771,0.861,0.666,0.799
"Dominican Republic",America,DOM,Subnat,DOMr103,"Region II (Espaillat, Puerto Plata, Santiago)",2023,0.769,0.826,0.666,0.827
"Dominican Republic",America,DOM,Subnat,DOMr104,"Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",2023,0.771,0.837,0.677,0.809
